Country,Bachelor Program,Year,Semester,Subject,Unit Name,Topic,Subtopic,Learning Outcome
,,2,3,Nursing,Clinical Practice 2: Somatic Care (Hospital Ward),Proficient Somatic Nursing in Clinical Settings,Care for acutely and chronically ill patients in medical/surgical wards; Collaboration with healthcare teams; Critical reflection during shift-based nursing,Deliver safe and comprehensive care to adult somatic patients; Integrate nursing theories and evidence in real-world ward settings; Reflect professionally on care delivery and team interactions
,,2,4,Nursing,Mental Health & Substance Use Nursing,Psychiatric Nursing and Dependency Care,Mental health conditions and substance misuse; Therapeutic communication strategies; Crisis and de-escalation techniques; Legal and ethical frameworks in mental health care,Assess and manage mental health and substance-related patient needs; Utilize therapeutic communication and safety strategies; Reflect on ethical practices in psychiatric nursing care
,,2,4,Nursing,Clinical Practice 3: Mental Health,Clinical Nursing in Psychiatric Care,"Supervised clinical placement in mental health settings; Patient-, group-, and family-centered care; Interdisciplinary collaboration",Provide empathetic and evidence-informed psychiatric nursing; Communicate effectively with patients and healthcare teams; Reflect critically on personal and professional growth in mental health practice
,,3,5,Nursing,Bachelor’s Thesis in Nursing,Independent Academic Project,"Research design: qualitative, quantitative, mixed methods; Research ethics and regulatory frameworks; Data collection and analysis techniques; Academic writing and scientific dissemination",Plan and execute a nursing research or improvement project; Critically select and apply methodology in a nursing context; Present and defend scholarly findings with academic rigor and clarity
,,3,5,Nursing,Public Health – National & International Perspectives,Health Promotion & Population Nursing,"Determinants of health, health disparities, and social equity; Health promotion models, epidemiology, and policy frameworks; Cultural sensitivity, migration, gender and sexuality in health; Community interventions, health literacy, lifestyle and vaccination campaigns",Assess population health and apply epidemiological methods; Design and implement community-based health promotion initiatives; Demonstrate cultural competence and health equity awareness
,,3,5,Nursing,"Practice Placement: Leadership, Service Development & Innovation",Clinical Leadership and Innovation,"Healthcare management and team leadership; Quality assurance, patient safety, system improvement; Innovation and service development in nursing contexts; Interprofessional collaboration and communication",Lead quality-enhancement and innovation efforts in healthcare; Demonstrate effective leadership and interdisciplinary teamwork; Plan and implement innovative nursing services or procedures
,,3,6,Nursing,Nursing for Patients with Complex Multimorbidity,Holistic Care for Complex Conditions,Assessment and management of coexisting chronic conditions; Interdisciplinary care and coordination; Ethical/legal considerations and digital health strategies,"Assess and manage complex multimorbidity safely; Coordinate holistic, patient-centered care across settings; Reflect on professional responsibility in complex nursing situations"
,,3,6,Nursing,Practice Placement: Multimorbidity Care in Municipal Services,Applied Clinical Practice in Community Settings,"Supervised placement in elderly, home care, or municipal health services; Engaging with patients, families, and health teams; Integrating prevention, treatment, and rehabilitation; Documentation, health education, and patient autonomy","Provide advanced, personalized nursing in community contexts; Collaborate effectively in interprofessional care settings; Demonstrate leadership, communication, and documentation skills in municipal nursing"
,Nursing_Ryfylke,1,1,Nursing,"Anatomy, Physiology, Biochemistry & Microbiology",Biomedical Foundations for Nursing Practice,"Structure and function of major organ systems; Metabolic regulation, fluid-electrolyte balance; Microbial structure, infection pathways, and hygiene principles",Describe human anatomy and physiological regulation; Understand metabolic and biochemical processes; Apply infection control and basic microbiology to ensure patient safety
,,1,1,Nursing,Basic Nursing Science & Professional Communication,Core Nursing Skills and Patient Engagement,"Nursing values, hygiene protocols; Clinical documentation standards; Nutrition, elimination, and comfort care; Introduction to nursing processes and terminology",Apply hygiene and safety principles in practice; Use standard terminology and documentation correctly; Provide foundational nursing care and patient engagement
,,1,2,Nursing,Clinical Practice 1: Basic Nursing,Practical Skills and Real-Life Patient Interaction,"Placement in mental health, surgical, medical, or home care settings; Real-time nursing with patients and their families; Professional ethics, communication, and reflective practice; Integration of theory into live clinical environments",Demonstrate caring presence and clinical proficiency; Apply ethical and evidence-based nursing actions; Reflect critically on experiences and team interaction
,,1,2,Nursing,Academic Education & Study Techniques,Academic Readiness for Nursing Education,"Academic writing and information literacy; Reflective learning methods; Study strategies, group learning, time management",Demonstrate academic competence in writing and studying; Collaborate effectively in group learning contexts
,,1,2,Nursing,Pathology & Pharmacology,Disease Understanding and Medication Principles,"Introductory disease mechanisms and symptomology; Drug classes, mechanisms, dosages, and safety; Adverse effects, medication administration, and nursing oversight",Describe basic pathophysiology relevant to nursing; Understand pharmacological actions and safe administration; Apply medicine management aligned with best practices
,,2,3,Nursing,Somatic Nursing & Health Promotion,Nursing Care for Somatic Illnesses,"Pathophysiology of acute and chronic somatic conditions; Evidence-based nursing interventions; Health promotion and rehabilitation; Nursing process: assessment, planning, implementation, evaluation",Perform holistic assessments in somatic disease contexts; Plan and deliver evidence-based nursing interventions; Integrate health promotion into nursing care; Reflect on professional responsibility and ethics
,,2,3,Nursing,Clinical Practice 2: Somatic Care,Practice in Surgical and Medical Wards,"Authentic care in hospital wards; Team-based practice, reflection, and feedback; Care documentation and nursing communication","Demonstrate safe, patient-centred care in ward settings; Work effectively in interdisciplinary teams; Reflect on own clinical development"
,,2,4,Nursing,Mental Health & Substance Use Nursing,Care for Mental Health and Substance-Related Issues,"Psychological illness, substance abuse, and psychiatric symptoms; Therapeutic communication and de-escalation strategies; Crisis intervention and ethical responsibilities",Assess mental health and substance-related patient needs; Apply therapeutic techniques appropriately; Reflect on ethical aspects in mental health nursing
,,2,4,Nursing,Clinical Practice 3: Mental Health,Clinical Placement in Psychiatric Settings,"Supervised practice in mental health environments; Patient interaction, support, and communication; Interdisciplinary collaboration and patient safety",Provide compassionate and evidence-informed psychiatric care; Communicate confidently with clients and healthcare teams; Evaluate and reflect on mental health nursing experiences
,,3,5,Nursing,Bachelor Thesis in Nursing,Independent Scholarly Project,"Research design (quantitative, qualitative, mixed methods); Ethical considerations and regulations; Data collection and analysis techniques; Academic writing and structured dissemination","Demonstrate comprehensive knowledge of research methodologies; Plan and conduct an independent academic project; Produce and present scholarly work with rigor, ethics, and clarity"
,,3,5,Nursing,Public Health in National & Global Perspective,Health Promotion & Population-Level Nursing,Global and Norwegian healthcare systems; Epidemiology and health determinants; Health promotion strategies and preventive interventions; Cultural competence in public health nursing,Analyze population health trends and determinants; Design and evaluate public health initiatives; Apply health-promotion strategies in community settings
,,3,6,Nursing,Clinical Practice: Professional Management & Service Innovation,Leadership and Innovation in Nursing Practice,Healthcare management fundamentals; Quality assurance processes and patient safety; Innovation and service development in nursing environments; Leadership and interprofessional collaboration,Lead quality improvement in clinical settings; Communicate effectively across professional disciplines; Develop and implement innovative nursing service solutions
,,3,6,Nursing,Nursing for Patients with Comorbidities & Complex Conditions,Complex Nursing Care across Settings,"Managing multiple chronic health conditions; Holistic, person-centred strategies and care coordination; Clinical reasoning for complex nursing scenarios; Ethical, legal, and digital aspects in comorbidity care","Assess and navigate complex patient cases; Coordinate comprehensive, individualized care plans; Reflect ethically and adaptively on complex professional nursing work"
,,3,6,Nursing,Clinical Practice: Comorbidity Nursing in Municipal Services,Applied Care for Multimorbidity in Community Environments,"Field placement in elderly, home-care, or municipality settings; Interprofessional collaboration and coordination; Integration of prevention, treatment, and rehabilitation strategies; Clinical documentation and patient education",Deliver sophisticated nursing care to individuals with complex health needs; Integrate interdisciplinary and community-based care practices; Communicate and document care plans with clarity and leadership
,,2, Electives,Nursing,Simulation Methods,Advanced Practice via Simulation,Use of simulation in teaching clinical skills; Scenario design and implementation; Feedback techniques and debriefing; Assessment and reflective learning,Design and conduct simulation scenarios for nursing education; Facilitate debriefing to support clinical competence and reflection
,,3, Electives,Nursing,Parent–Child & Adolescent Health,Nursing in Family and Youth Contexts,Developmental needs of childreNot Specifieddolescents; Parent–child nursing dynamics and health promotion; Adolescent mental health and communication techniques,Apply understanding of youth health needs and nursing approaches; Engage with parents and adolescents in health promotion activities
,,3, Electives,Nursing,Prevention & Treatment of Malnutrition,Nutritional Care in Nursing,Assessment tools for malnutrition risk; Dietary interventions and treatment planning; Role of nursing in nutritional monitoring,Identify malnutrition risk factors and perform assessments; Coordinate preventive and therapeutic nutrition interventions
,,3, Electives,Nursing,Simulation Methods (Advanced),Higher-Level Simulation Practice,Same as SYK2830 ( elective),Same as SYK2830 ( elective)
,,3, Electives,Nursing,Research in Nursing,Evidence-Based Practice,Introduction to research methodologies; Practical application of evidence into clinical settings,Understand basic research principles in nursing; Introduce evidence-informed methods into nursing care
,,3, Electives,Nursing,Supervision in Nursing,Guidance Skills for Nursing Practice,Supervisory roles in nursing education; Feedback strategies and group facilitation,Practice supervision methods in nursing education; Provide effective guidance and support to peers or students
,Nursing ,1,1,Nursing,"Anatomy, Physiology, and Biochemistry",Foundations of Life Sciences in Nursing,"Human anatomy: cells, tissues, organ systems (cardiovascular, respiratory, nervous, etc.); Physiological regulation and homeostasis; Basic biochemistry: metabolism, enzyme function, fluid/electrolyte balance",Describe structure/function of major organ systems; Explain physiological processes and biochemical principles; Apply scientific knowledge to nursing assessments and care planning
,,1,1,Nursing,"Basic Patient Needs, Nursing Communication & Microbiology",Core Clinical Skills and Safety Practices,Hygiene and infection prevention; Nutrition and elimination; Professional communication and documentation; Basic microbiology relevant to healthcare,"Implement effective infection control and hygiene measures; Provide essentials of patient care (nutrition, hygiene, elimination); Communicate clearly and professionally with patients and colleagues"
,,1,1,Nursing,Clinical Studies: Basic Nursing Practice,Practical Application of First-Line Nursing Skills,Basic nursing procedures and patient interaction; Vital sign monitoring and patient assessment; Reflection-based learning and documentation; Supervision in clinical or simulated healthcare settings,Perform fundamental nursing tasks with accuracy and safety; Record patient data and reflect professionally; Collaborate effectively in clinical care settings
,,1,2,Nursing,Psychosocial and Existential Patient Needs & Nursing Theory,Holistic Nursing and the Patient Experience,Psychological and existential dimensions of illness; Nursing as a science and profession; Person-centered care approaches,"Recognize psychological and existential issues affecting patients; Apply theoretical frameworks to nursing practice; Practice with empathy, compassion, and professional identity"
,,1,2,Nursing,"Illness, Healthcare Systems & Nursing Role Development",Health Systems and the Nurse's Professional Role,Healthcare organization and nursing responsibilities; Common somatic illnesses and their management; Ethical and legal dimensions of patient care,Understand healthcare structures and the nurse's role; Identify common health issues and relevant nursing interventions; Apply ethical and legal guidelines in clinical practice
,,2,3,Nursing,"Health, Illness & Nursing Practice 1",Acute and Chronic Nursing Care,"Pathophysiology and nursing assessments in somatic illnesses; Application of evidence-based nursing interventions; Patient evaluation, care planning, and clinical reasoning; Ethical and legal considerations in nursing",Perform comprehensive somatic assessments; Implement and evaluate nursing interventions grounded in evidence; Reflect on professional responsibilities and ethical dimensions of care
,,2,3,Nursing,Clinical Practice: Home-Based and Community Nursing,Nursing Care Across Settings,Care delivery in patients' homes and community contexts; Independent patient evaluation and follow-up coordination; Multidisciplinary collaboration and patient-family communication,Adapt nursing care to varied home and community environments; Perform independent assessments and make nursing decisions; Implement preventive and promotive nursing strategies
,,2,3,Nursing,Clinical Practice: Mental Health & Substance Use Nursing,Psychiatric and Substance-Related Nursing Care,Assessment and care for patients with mental health and addiction issues; Therapeutic communication and de-escalation strategies; Ethical and legal responsibilities in psychiatric nursing,Assess mental health and substance-related patient needs; Apply communication techniques that support psychiatric care; Reflect ethically on professional practice in mental health contexts
,,2,4,Nursing,"Health, Illness & Nursing Practice 2",Integrated Somatic and Preventive Nursing,"Advanced nursing in acute, chronic, and critical conditions; Health promotion and illness prevention strategies; Clinical judgments and care pathway planning",Assess and plan nursing care across disease spectrums; Integrate health promotion into nursing interventions; Reflect critically on nursing assessments and actions
,,3,05-Jun,Nursing,Bachelor's Thesis in Nursing,Nursing Research and Theory into Practice,Research process overview (qualitative & quantitative methods); Literature review & meta-synthesis techniques; Research ethics and database strategies; Project planning and scientific writing,Demonstrate broad understanding of nursing research methods and processes; Draft a coherent bachelor's project plan; Apply chosen methods to a nursing-related problem; Utilize research findings and maintain ethical standards in academic work; Critically evaluate scientific literature; Communicate evidence to improve clinical practice; Identify areas needing professional development and engage in continual learning
,,3,05-Jun,Nursing,Nursing in a Societal Perspective,"Public Health, Leadership & Healthcare Systems","Long-term illness care and multimorbidity; Rehabilitation, self-care, and patient empowerment; Sociology: institutions, welfare models; Leadership fundamentals, communication, and conflict handling; Health policy, professional jurisdiction, and eHealth; Quality and patient safety in nursing services",Understand societal and health-system approaches to chronic illness and aging; Foster patient involvement and autonomy; Communicate effectively in teams and manage conflict; Apply quality improvement principles in clinical settings; Navigate health-system structures and policy challenges; Use digital tools appropriately and responsibly in care
,,3,05-Jun,Nursing,Project Practice – Specialization,Clinical Project Implementation,"Quality improvement or innovation-based clinical project; Project planning, implementation, evaluation; Documentation and presentation of project outcomes",Design and execute a clinical project or quality improvement initiative; Evaluate the project's impact using evidence-based data; Demonstrate professional responsibility and collaboration
,,3,05-Jun,Nursing,Clinical Practice Placements (),Practice in Specialized or Expanded Care Settings,"Placement in psychiatric, community health, emergency, or leadership-focused wards; Inter-professional teamwork and clinical leadership",Integrate advanced theory into clinical practice; Exhibit leadership and collaboration in patient management; Reflect critically on nursing interventions and systems-level care
,Paramedic,1,1,Paramedic,"Anatomy, Physiology, Biochemistry & Microbiology",Biomedical Foundations for Paramedicine,"Anatomy & Physiology: Cell and tissue structure; muscular, nervous, and sensory systems; cardiovascular, respiratory, digestive, renal, reproductive systems; homeostasis and fluid balance; endocrine regulation; genetics; Biochemistry: Key metabolic pathways and energy regulation; Microbiology & Infection Control: Microorganism structure, pathogenic mechanisms; principles of hygiene; use and stewardship of antibiotics","Describe anatomical structures and physiological systems in detail; Explain integration between organs, homeostatic mechanisms, and biochemical regulation; Understand microbial pathogens, transmission, and prevention strategies; Apply infection control measures and appropriate antibiotic usage"
,,1,1,Paramedic,"Ethics, Culture & Society Understanding",Ethical Practice & Sociocultural Contexts,Ethical theories in healthcare; patient rights; confidentiality; Cultural competence: diversity in beliefs and values; Effective communication with patients and families,"Apply ethical reasoning in diverse paramedic scenarios; Interact respectfully and effectively across cultural differences; Communicate clearly, empathetically, and professionally"
,,1,1,Paramedic,Ambulance Operational Work 1,Fundamentals of Prehospital Patient Care,"Ambulance and EMS structure; legal expectations; Systematic patient assessment and vital signs monitoring; Basic life-saving interventions (ABCDE approach, CPR, defibrillation); Safe patient handling and transport protocols",Demonstrate structured patient assessment using standard tools; Perform essential life-saving interventions and safe patient transport; Operate EMS equipment following regulations
,,1,2,Paramedic,Primary Healthcare & Emergency Clinic Medicine,Prehospital and Clinic-Based Medicine,Common diagnoses in primary care and emergency clinics; Triage systems; care continuity between settings,Assess patients with mild to moderate acute conditions; Apply triage principles and manage patient flow between EMS and clinic settings
,,1,2,Paramedic,"Mental Health, Substance Use & Dependency",Psychosocial Aspects of Paramedicine,"Mental disorders, substance misuse, behavioral health crises; Communication techniques for psychosocial emergencies; Crisis intervention, stabilization techniques",Identify and respond appropriately to mental and substance use emergencies; Use therapeutic communication and intervention strategies responsibly
,,1,2,Paramedic,Clinical Paramedicine 1,Clinical Skills in Prehospital Settings,"Simulation-based skills training; Practicum in ambulance environments under supervision; ABCDE patient assessment with clinical correlation to anatomy; Hygiene, documentation, and EMS comms standards","Apply hygienic practices and infection control in clinical care; Perform basic airway assessment, CPR, and vital-sign evaluations under supervision; Communicate clearly with team members and documentation systems; Reflect professionally on own performance and learning needs"
,,2,3,Paramedic,Disease Pathophysiology I,Foundations of Disease Mechanisms,"Cardiovascular disease (e.g., heart failure, ischemic injury); Respiratory pathology (e.g., COPD, asthma, pneumonia)",Explain key pathophysiological processes in cardiopulmonary disorders; Relate these mechanisms to clinical assessment in prehospital care
,,2,3,Paramedic,Acute Medical Conditions,Comprehensive Emergency Medicine I,"Cardiac emergencies: ACS, arrhythmias; Respiratory distress and failure; Neurologic emergencies: stroke, seizures; Endocrine crises: diabetic emergencies; Gastrointestinal and abdominal pain",Conduct focused assessments for acute conditions; Apply early interventions based on current best-practice guidelines; Prioritize differential diagnoses and management in prehospital settings
,,2,3,Paramedic,Pharmacology & Medication Management,Safe Medication in Prehospital Care,"Pharmacodynamics and pharmacokinetics; Common prehospital drug classes: analgesics, cardiac, respiratory agents; Dose calculations and drug preparation; Handling, documentation, monitoring, and safe administration",Understand drug actions and safe handling; Calculate correct dosages and administer into practice; Monitor and document medication effects appropriately
,,2,3,Paramedic,Clinical Paramedicine 2,Advancing Clinical Skills (Practice-based),"Simulated training: airways, IV access, ECG interpretation; Clinical practice under supervision (6 weeks); Monitoring and documentation in real environments",Demonstrate advanced airway and resuscitation skills; Interpret ECG and vital sign deviations; Maintain patient records and procedural logs accurately
,,2,4,Paramedic,Disease Pathophysiology II,Neurologic & Infectious Disease Mechanisms,"Stroke pathophysiology, altered mental status; Infection, sepsis mechanisms, systemic response",Explain mechanisms underlying neurologic and infectious emergencies; Apply pathophysiological insights to assessment and field triage
,,2,4,Paramedic,Ambulance Operational Work 2,Advanced Operational Competence,Incident scene and safety leadership; Team communication and coordination; High-risk drive protocols and infection control; Medicolegal responsibility and collaboration,Coordinate field teams and manage complex scenes; Demonstrate leadership and safety compliance; Uphold legal and ethical standards in prehospital care
,,2,4,Paramedic,Clinical Paramedicine 3,Critical Care Integration (Practicum),"Critical decision-making under supervision; Field diagnostics and structured reassessments; IV therapies, advanced airway, and patient stabilization",Manage critically ill patients with clinical precision; Deliver comprehensive prehospital diagnostics and interventions; Reflect on and improve professional clinical practice
,,3,05-Jun,Paramedic,Clinical Paramedicine 3,Advanced Prehospital Clinical Practice,"12 weeks of clinical practice in primary and specialist healthcare settings; Diagnostic work, therapeutic interventions; Structured patient assessment (trauma, medical, mental health, obstetrics); Multidisciplinary collaboration; decision-making under supervision; Simulation/theory integration for skill progression","Reflect on their role bridging prehospital and in-hospital care; Understand organizational structures and handover processes; Comprehend triage systems and inter-agency coordination; Identify tailored care needs for diverse patient groups (children, elderly, pregnant, trauma, psychiatric, substance use); Can deliver advanced resuscitation (adult/child), structured assessments, and monitoring under guidance; Demonstrate reflective practice, empathy, clear communication, and interprofessional collaboration"
,,3,05-Jun,Paramedic,Traumatology,Trauma Management in Prehospital Settings,Trauma assessment and prioritization (ABCDE); Airway and bleeding control techniques; Spinal immobilization and extrication; Management of multisystem trauma,"Perform rapid systematic trauma assessments; Apply airway, bleeding, and shock management techniques; Execute safe extrication and transport of trauma patients; Integrate trauma care within clinical decision-making pathways"
,,3,05-Jun,Paramedic,Patient Safety,Safety & Quality in Prehospital Care,Incident reporting and investigation; Error prevention strategies and human factors; Clinical quality assurance and safety culture; Communication during adverse events,Analyze incidents and identify systemic error causes; Apply strategies to improve safety and mitigate risk; Uphold patient safety culture through effective communication and teamwork
,,3,05-Jun,Paramedic,Bachelor Thesis in Paramedic Science,Capstone Research Project,Research design and methodology development; Literature review and evidence-based practice; Data collection and analysis; Structured report writing and oral defense; Ethical considerations in research,Plan and execute an independent research or quality improvement project; Implement scientific methods and critically analyze results; Produce professional academic writing and deliver an oral scientific presentation; Reflect ethically and evidence-based on study findings within paramedic practice
,,2, Electives,Paramedic,Pediatric Emergency Care,Pediatric Patient Assessment & Care,"Differences in anatomy/pathophysiology between children and adults; Pediatric vital-sign norms, communication, and consent; Common pediatric emergencies: respiratory distress, dehydration, injury; Family-centered care and comfort techniques",Accurately assess and interpret pediatric vital signs; Manage common pediatric emergencies using age-appropriate care; Engage effectively with children and their caregivers
,,3, Electives,Paramedic,Cardiac Arrest Management,Advanced Resuscitation Techniques,"ACLS algorithms, defibrillator use; Post-resuscitation care, ventilation for arrest survivors; Team-based dynamics during resuscitation",Lead advanced resuscitation following ACLS guidelines; Coordinate team roles and communicate effectively
,,3, Electives,Paramedic,Prehospital Psychiatric Emergencies,Mental Health Crisis Response,"Assessment of psychiatric emergencies (suicidality, psychosis); De-escalation, legal frameworks, crisis intervention",Recognize and assess psychiatric crises; Apply safe de-escalation techniques and legal protocols
,,3, Electives,Paramedic,Rural & Remote Paramedicine,Prehospital Care in Low-Resource Settings,"Extended care in remote areas; improvisation skills; Telehealth systems, transport planning",Provide advanced patient care with limited resources; Use telemedicine and logistical skills in remote contexts
,,3, Electives,Paramedic,International Clinical Placement / Exchange,Global Prehospital Practice,Clinical rotations in international EMS systems; Reflection on cross-border readiness and cultural adaptation,Adapt clinical skills to international EMS protocols; Demonstrate cultural competence in diverse healthcare settings
,Political Science ,1,Autumn,Political Science,BST105 – Introduction to Comparative Politics,Nature and purpose of comparative politics,Not specified,"Understand central concepts and debates in comparative politics | Know the evolution of the Norwegian political system and key institutional characteristics of selected countries | Describe and critically analyze key concepts and debates, including empirical findings | Explain and compare political institutions across nations | Navigate national and international research literature | Critically reflect on theoretical and empirical contributions | Appreciate the importance of comparative perspectives"
,,1,Autumn,Political Science,BST105 – Introduction to Comparative Politics,Democracy and democratization,Not specified,"Understand central concepts and debates in comparative politics | Know the evolution of the Norwegian political system and key institutional characteristics of selected countries | Describe and critically analyze key concepts and debates, including empirical findings | Explain and compare political institutions across nations | Navigate national and international research literature | Critically reflect on theoretical and empirical contributions | Appreciate the importance of comparative perspectives"
,,1,Autumn,Political Science,BST105 – Introduction to Comparative Politics,Electoral systems and political representation,Not specified,"Understand central concepts and debates in comparative politics | Know the evolution of the Norwegian political system and key institutional characteristics of selected countries | Describe and critically analyze key concepts and debates, including empirical findings | Explain and compare political institutions across nations | Navigate national and international research literature | Critically reflect on theoretical and empirical contributions | Appreciate the importance of comparative perspectives"
,,1,Autumn,Political Science,BST105 – Introduction to Comparative Politics,"Party systems, parliaments, and governments",Not specified,"Understand central concepts and debates in comparative politics | Know the evolution of the Norwegian political system and key institutional characteristics of selected countries | Describe and critically analyze key concepts and debates, including empirical findings | Explain and compare political institutions across nations | Navigate national and international research literature | Critically reflect on theoretical and empirical contributions | Appreciate the importance of comparative perspectives"
,,1,Autumn,Political Science,BST105 – Introduction to Comparative Politics,Voting behaviour and political participation,Not specified,"Understand central concepts and debates in comparative politics | Know the evolution of the Norwegian political system and key institutional characteristics of selected countries | Describe and critically analyze key concepts and debates, including empirical findings | Explain and compare political institutions across nations | Navigate national and international research literature | Critically reflect on theoretical and empirical contributions | Appreciate the importance of comparative perspectives"
,,1,Autumn,Political Science,BST105 – Introduction to Comparative Politics,Interest groups and social movements,Not specified,"Understand central concepts and debates in comparative politics | Know the evolution of the Norwegian political system and key institutional characteristics of selected countries | Describe and critically analyze key concepts and debates, including empirical findings | Explain and compare political institutions across nations | Navigate national and international research literature | Critically reflect on theoretical and empirical contributions | Appreciate the importance of comparative perspectives"
,,1,Autumn,Political Science,BST105 – Introduction to Comparative Politics,Media and political communication,Not specified,"Understand central concepts and debates in comparative politics | Know the evolution of the Norwegian political system and key institutional characteristics of selected countries | Describe and critically analyze key concepts and debates, including empirical findings | Explain and compare political institutions across nations | Navigate national and international research literature | Critically reflect on theoretical and empirical contributions | Appreciate the importance of comparative perspectives"
,,1,Autumn,Political Science,BST115 – Political Theory,Nature and justification of the modern state,Not specified,"Describe and evaluate central themes and directions in modern political theory | Apply theoretical insights to critically assess political, legal, and economic institutional structures | Use political theory knowledge to evaluate and discuss institutional design in modern states"
,,1,Autumn,Political Science,BST115 – Political Theory,Principles of a just state and institutional design,Not specified,"Describe and evaluate central themes and directions in modern political theory | Apply theoretical insights to critically assess political, legal, and economic institutional structures | Use political theory knowledge to evaluate and discuss institutional design in modern states"
,,1,Autumn,Political Science,BST115 – Political Theory,"Rights, duties, opportunities, and resource distribution",Not specified,"Describe and evaluate central themes and directions in modern political theory | Apply theoretical insights to critically assess political, legal, and economic institutional structures | Use political theory knowledge to evaluate and discuss institutional design in modern states"
,,1,Autumn,Political Science,BST115 – Political Theory,The right of the majority to govern the minority,Not specified,"Describe and evaluate central themes and directions in modern political theory | Apply theoretical insights to critically assess political, legal, and economic institutional structures | Use political theory knowledge to evaluate and discuss institutional design in modern states"
,,1,Autumn,Political Science,BST115 – Political Theory,Tolerance and the limits of liberal democracy,Not specified,"Describe and evaluate central themes and directions in modern political theory | Apply theoretical insights to critically assess political, legal, and economic institutional structures | Use political theory knowledge to evaluate and discuss institutional design in modern states"
,,1,Autumn,Political Science,BST115 – Political Theory,Freedom of speech and pluralism versus threats to democracy,Not specified,"Describe and evaluate central themes and directions in modern political theory | Apply theoretical insights to critically assess political, legal, and economic institutional structures | Use political theory knowledge to evaluate and discuss institutional design in modern states"
,,1,Spring,Political Science,BST120 – Public Policy and Administration,"Structure and operation of political and administrative institutions in Norway: Parliament, government, civil administration",Not specified,"Describe the structure of the Norwegian administrative system at local, regional, and national levels | Understand public sector reforms and developments | Explain institutional organization and operations | Discuss inter-institutional interactions and assess reform benefits/drawbacks | Reflect critically on the Norwegian political-administrative system and evolving public sector reform paradigms"
,,1,Spring,Political Science,BST120 – Public Policy and Administration,"Interaction among state, county, and municipal levels, and links to EU administrative systems",Not specified,"Describe the structure of the Norwegian administrative system at local, regional, and national levels | Understand public sector reforms and developments | Explain institutional organization and operations | Discuss inter-institutional interactions and assess reform benefits/drawbacks | Reflect critically on the Norwegian political-administrative system and evolving public sector reform paradigms"
,,1,Spring,Political Science,BST120 – Public Policy and Administration,Public–private–civil sector collaboration,Not specified,"Describe the structure of the Norwegian administrative system at local, regional, and national levels | Understand public sector reforms and developments | Explain institutional organization and operations | Discuss inter-institutional interactions and assess reform benefits/drawbacks | Reflect critically on the Norwegian political-administrative system and evolving public sector reform paradigms"
,,1,Spring,Political Science,BST120 – Public Policy and Administration,Reform movements: New Public Management and New Public Governance,Not specified,"Describe the structure of the Norwegian administrative system at local, regional, and national levels | Understand public sector reforms and developments | Explain institutional organization and operations | Discuss inter-institutional interactions and assess reform benefits/drawbacks | Reflect critically on the Norwegian political-administrative system and evolving public sector reform paradigms"
,,2,Autumn,Political Science,BST250 – Comparative Politics,Regime Types,Democratic vs. authoritarian regimes,Comprehend core concepts and debates in comparative politics | Recognize key empirical findings in the field | Identify foundational characteristics of political systems across nations | Explain and critique theories and debates in comparative politics | Compare political systems and assess institutional differences meaningfully | Discuss empirical findings and connect them to broader theoretical frameworks | Contextualize political events within theoretical and empirical narratives | Critically evaluate research methods and findings in comparative politics
,,2,Autumn,Political Science,BST250 – Comparative Politics,Regime Types,Institutional and political determinants of democratization,Comprehend core concepts and debates in comparative politics | Recognize key empirical findings in the field | Identify foundational characteristics of political systems across nations | Explain and critique theories and debates in comparative politics | Compare political systems and assess institutional differences meaningfully | Discuss empirical findings and connect them to broader theoretical frameworks | Contextualize political events within theoretical and empirical narratives | Critically evaluate research methods and findings in comparative politics
,,2,Autumn,Political Science,BST250 – Comparative Politics,Political Institutions,"Structure and functionality of parliaments, governments, and party systems",Comprehend core concepts and debates in comparative politics | Recognize key empirical findings in the field | Identify foundational characteristics of political systems across nations | Explain and critique theories and debates in comparative politics | Compare political systems and assess institutional differences meaningfully | Discuss empirical findings and connect them to broader theoretical frameworks | Contextualize political events within theoretical and empirical narratives | Critically evaluate research methods and findings in comparative politics
,,2,Autumn,Political Science,BST250 – Comparative Politics,Political Behavior Models,Voter behavior,Comprehend core concepts and debates in comparative politics | Recognize key empirical findings in the field | Identify foundational characteristics of political systems across nations | Explain and critique theories and debates in comparative politics | Compare political systems and assess institutional differences meaningfully | Discuss empirical findings and connect them to broader theoretical frameworks | Contextualize political events within theoretical and empirical narratives | Critically evaluate research methods and findings in comparative politics
,,2,Autumn,Political Science,BST250 – Comparative Politics,Political Behavior Models,Attitudes and value formation in political processes,Comprehend core concepts and debates in comparative politics | Recognize key empirical findings in the field | Identify foundational characteristics of political systems across nations | Explain and critique theories and debates in comparative politics | Compare political systems and assess institutional differences meaningfully | Discuss empirical findings and connect them to broader theoretical frameworks | Contextualize political events within theoretical and empirical narratives | Critically evaluate research methods and findings in comparative politics
